[2023-09-30 15:42:08.465] [pxr_streamer] [info] ***********  Log Begin **********
[2023-09-30 15:42:08.465] [pxr_streamer] [info] process id= 29804
[2023-09-30 15:42:08.465] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x39b6e6a0
[2023-09-30 15:44:20.916] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:20.918] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:20.946] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:20.948] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0470588, this = 0x39b6e6a0
[2023-09-30 15:44:20.969] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:20.971] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0470588, this = 0x39b6e6a0
[2023-09-30 15:44:20.993] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:20.995] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0470588, this = 0x39b6e6a0
[2023-09-30 15:44:21.019] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.021] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0470588, this = 0x39b6e6a0
[2023-09-30 15:44:21.043] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.045] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:21.070] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.071] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:21.100] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.103] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:21.131] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.133] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0509804, this = 0x39b6e6a0
[2023-09-30 15:44:21.160] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.163] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.190] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.192] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.218] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:21.220] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:21.251] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0509804, this = 0x39b6e6a0
[2023-09-30 15:44:21.254] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:21.286] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.288] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.315] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.318] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:21.342] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.344] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:21.372] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.375] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:21.400] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:21.402] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:21.431] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.433] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.457] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0509804, this = 0x39b6e6a0
[2023-09-30 15:44:21.460] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.482] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:21.484] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:21.506] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.509] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0705882, this = 0x39b6e6a0
[2023-09-30 15:44:21.531] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:21.533] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0784314, this = 0x39b6e6a0
[2023-09-30 15:44:21.562] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.564] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0862745, this = 0x39b6e6a0
[2023-09-30 15:44:21.586] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.588] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0862745, this = 0x39b6e6a0
[2023-09-30 15:44:21.614] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.617] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0823529, this = 0x39b6e6a0
[2023-09-30 15:44:21.641] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:21.644] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0823529, this = 0x39b6e6a0
[2023-09-30 15:44:21.670] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.673] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0862745, this = 0x39b6e6a0
[2023-09-30 15:44:21.703] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:21.707] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0823529, this = 0x39b6e6a0
[2023-09-30 15:44:21.733] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.734] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0862745, this = 0x39b6e6a0
[2023-09-30 15:44:21.761] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:21.763] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0823529, this = 0x39b6e6a0
[2023-09-30 15:44:21.787] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.789] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0823529, this = 0x39b6e6a0
[2023-09-30 15:44:21.814] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.816] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0980392, this = 0x39b6e6a0
[2023-09-30 15:44:21.843] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.845] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0901961, this = 0x39b6e6a0
[2023-09-30 15:44:21.868] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.871] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0941176, this = 0x39b6e6a0
[2023-09-30 15:44:21.891] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:21.893] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.105882, this = 0x39b6e6a0
[2023-09-30 15:44:21.923] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.926] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.101961, this = 0x39b6e6a0
[2023-09-30 15:44:21.956] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:21.958] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0980392, this = 0x39b6e6a0
[2023-09-30 15:44:21.985] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:21.987] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.105882, this = 0x39b6e6a0
[2023-09-30 15:44:22.012] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:22.014] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.101961, this = 0x39b6e6a0
[2023-09-30 15:44:22.041] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.043] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0980392, this = 0x39b6e6a0
[2023-09-30 15:44:22.068] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.070] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.105882, this = 0x39b6e6a0
[2023-09-30 15:44:22.090] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:22.091] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.101961, this = 0x39b6e6a0
[2023-09-30 15:44:22.111] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:22.113] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.101961, this = 0x39b6e6a0
[2023-09-30 15:44:22.150] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:22.153] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.101961, this = 0x39b6e6a0
[2023-09-30 15:44:22.182] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:22.184] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.105882, this = 0x39b6e6a0
[2023-09-30 15:44:22.205] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:22.208] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.101961, this = 0x39b6e6a0
[2023-09-30 15:44:22.229] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.231] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.113725, this = 0x39b6e6a0
[2023-09-30 15:44:22.260] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.261] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:22.281] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:22.283] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:22.315] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:22.317] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.12549, this = 0x39b6e6a0
[2023-09-30 15:44:22.342] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.344] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:22.369] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:22.371] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.121569, this = 0x39b6e6a0
[2023-09-30 15:44:22.393] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.395] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:22.430] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:22.432] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:22.456] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:22.459] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.12549, this = 0x39b6e6a0
[2023-09-30 15:44:22.482] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:22.484] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:22.511] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:22.514] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:22.541] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.543] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.121569, this = 0x39b6e6a0
[2023-09-30 15:44:22.565] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:22.567] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.121569, this = 0x39b6e6a0
[2023-09-30 15:44:22.592] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:22.594] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.12549, this = 0x39b6e6a0
[2023-09-30 15:44:22.619] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:22.621] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.121569, this = 0x39b6e6a0
[2023-09-30 15:44:22.647] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:22.650] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.12549, this = 0x39b6e6a0
[2023-09-30 15:44:22.675] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.678] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:22.704] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:22.706] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:22.727] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.729] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.12549, this = 0x39b6e6a0
[2023-09-30 15:44:22.765] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.770] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.113725, this = 0x39b6e6a0
[2023-09-30 15:44:22.815] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.820] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:22.862] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0666667, this = 0x39b6e6a0
[2023-09-30 15:44:22.867] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.121569, this = 0x39b6e6a0
[2023-09-30 15:44:22.908] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0588235, this = 0x39b6e6a0
[2023-09-30 15:44:22.909] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.12549, this = 0x39b6e6a0
[2023-09-30 15:44:22.944] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:22.948] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.121569, this = 0x39b6e6a0
[2023-09-30 15:44:22.983] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0470588, this = 0x39b6e6a0
[2023-09-30 15:44:22.985] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.133333, this = 0x39b6e6a0
[2023-09-30 15:44:23.006] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.054902, this = 0x39b6e6a0
[2023-09-30 15:44:23.007] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.133333, this = 0x39b6e6a0
[2023-09-30 15:44:23.032] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:23.034] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.121569, this = 0x39b6e6a0
[2023-09-30 15:44:23.068] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:23.071] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.117647, this = 0x39b6e6a0
[2023-09-30 15:44:23.100] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.0627451, this = 0x39b6e6a0
[2023-09-30 15:44:23.104] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0.12549, this = 0x39b6e6a0
